Date,S&P Comp Price,Real Price,CAPE (Shiller P/E 10)
1998.12,1190.05,1824.57,38.82
1999.01,1248.77,1909.94,40.58
1999.02,1246.58,1904.27,40.40
1999.03,1281.66,1951.93,41.36
1999.04,1334.76,2018.12,42.70
1999.05,1332.07,2014.05,42.56
1999.06,1322.55,1999.66,42.18
1999.07,1380.99,2081.76,43.83
1999.08,1327.49,1996.32,41.93
1999.09,1318.17,1972.86,41.32
1999.1,1300.01,1942.21,40.55
1999.11,1391.00,2076.91,43.21
1999.12,1428.68,2133.17,44.20
2000.01,1425.59,2122.25,43.77
2000.02,1388.87,2055.41,42.19
2000.03,1442.21,2116.90,43.22
2000.04,1461.36,2143.75,43.53
2000.05,1418.48,2078.42,41.97
2000.06,1461.96,2130.95,42.78
2000.07,1473.00,2142.07,42.76
2000.08,1485.46,2160.19,42.87
2000.09,1468.05,2123.81,41.90
2000.1,1390.14,2007.63,39.37
2000.11,1378.04,1989.02,38.78
2000.12,1330.93,1922.12,37.27
2001.01,1335.63,1916.79,36.98
2001.02,1305.75,1866.45,35.83
2001.03,1185.85,1691.22,32.33
2001.04,1189.84,1690.19,32.17
2001.05,1270.37,1796.46,34.07
2001.06,1238.71,1748.74,33.07
2001.07,1204.45,1705.16,32.16
2001.08,1178.50,1668.42,31.40
2001.09,1044.64,1472.28,27.67
2001.1,1076.59,1522.43,28.58
2001.11,1129.68,1600.21,30.01
2001.12,1144.93,1628.24,30.50
2002.01,1140.21,1617.86,30.28
2002.02,1100.67,1555.61,29.09
2002.03,1153.79,1621.57,30.29
2002.04,1111.93,1554.04,29.01
2002.05,1079.25,1508.37,28.13
2002.06,1014.02,1416.42,26.39
2002.07,903.59,1260.76,23.46
2002.08,912.55,1269.04,23.59
2002.09,867.81,1204.82,22.37
2002.1,854.63,1184.56,21.96
2002.11,909.93,1261.20,23.35
2002.12,899.18,1249.06,23.10
2003.01,895.84,1238.94,22.90
2003.02,837.03,1148.76,21.21
2003.03,846.63,1154.99,21.31
2003.04,890.03,1216.84,22.43
2003.05,935.96,1281.73,23.59
2003.06,988.00,1351.52,24.83
2003.07,992.54,1356.26,24.87
2003.08,989.53,1347.02,24.64
2003.09,1019.44,1383.23,25.24
2003.1,1038.73,1410.93,25.68
2003.11,1049.90,1429.97,25.95
2003.12,1080.64,1473.43,26.64
2004.01,1132.52,1536.67,27.66
2004.02,1143.36,1543.04,27.65
2004.03,1123.98,1507.18,26.89
2004.04,1133.36,1514.90,26.90
2004.05,1102.78,1465.46,25.90
2004.06,1132.76,1500.53,26.40
2004.07,1105.85,1467.21,25.70
2004.08,1088.94,1444.01,25.17
2004.09,1117.66,1478.97,25.67
2004.1,1117.21,1470.63,25.41
2004.11,1168.94,1537.92,26.47
2004.12,1199.21,1583.55,27.14
2005.01,1181.41,1556.77,26.59
2005.02,1199.63,1571.72,26.74
2005.03,1194.90,1553.37,26.34
2005.04,1164.43,1503.65,25.41
2005.05,1178.28,1523.10,25.65
2005.06,1202.25,1553.28,26.07
2005.07,1222.24,1571.84,26.29
2005.08,1224.27,1566.43,26.10
2005.09,1225.92,1549.60,25.73
2005.1,1191.96,1503.65,24.88
2005.11,1237.37,1573.58,25.93
2005.12,1262.07,1611.51,26.44
2006.01,1278.73,1620.43,26.47
2006.02,1276.65,1614.54,26.25
2006.03,1293.74,1627.15,26.33
2006.04,1302.17,1623.93,26.15
2006.05,1290.01,1600.82,25.65
2006.06,1253.17,1552.04,24.75
2006.07,1260.24,1556.20,24.70
2006.08,1287.15,1586.31,25.05
2006.09,1317.74,1632.01,25.64
2006.1,1363.38,1697.74,26.54
2006.11,1388.64,1731.77,26.93
2006.12,1416.42,1763.79,27.28
2007.01,1424.16,1768.03,27.21
2007.02,1444.80,1784.11,27.32
2007.03,1406.95,1721.69,26.23
2007.04,1463.64,1779.50,26.98
2007.05,1511.14,1826.09,27.55
2007.06,1514.19,1826.24,27.42
2007.07,1520.71,1834.57,27.41
2007.08,1454.62,1758.06,26.15
2007.09,1497.12,1804.46,26.73
2007.1,1539.66,1851.77,27.32
2007.11,1463.39,1749.65,25.73
2007.12,1479.22,1769.76,25.96
2008.01,1378.76,1641.41,24.02
2008.02,1354.87,1608.30,23.50
2008.03,1316.94,1549.84,22.61
2008.04,1370.47,1603.11,23.36
2008.05,1403.22,1627.71,23.70
2008.06,1341.25,1540.31,22.42
2008.07,1257.33,1436.39,20.91
2008.08,1281.47,1469.84,21.40
2008.09,1216.95,1397.77,20.36
2008.1,968.8,1124.10,16.39
2008.11,883.04,1044.60,15.26
2008.12,877.56,1048.97,15.38
2009.01,865.58,1030.16,15.17
2009.02,805.23,953.60,14.12
2009.03,757.13,894.46,13.32
2009.04,848.15,999.49,14.98
2009.05,902.41,1060.37,16.00
2009.06,926.12,1078.96,16.38
2009.07,935.82,1091.99,16.69
2009.08,1009.73,1175.60,18.09
2009.09,1044.55,1215.38,18.83
2009.1,1067.66,1241.08,19.36
2009.11,1088.07,1263.91,19.81
2009.12,1110.38,1292.10,20.32
2010.01,1123.58,1303.01,20.53
2010.02,1089.16,1262.77,19.92
2010.03,1152.05,1330.23,21.00
2010.04,1197.32,1380.10,21.80
2010.05,1125.06,1295.81,20.48
2010.06,1083.36,1249.00,19.74
2010.07,1079.8,1244.63,19.67
2010.08,1087.28,1251.52,19.77
2010.09,1122.08,1290.83,20.38
2010.1,1171.58,1346.10,21.24
2010.11,1198.89,1376.90,21.70
2010.12,1241.53,1423.42,22.40
2011.01,1282.62,1463.56,22.98
2011.02,1321.12,1500.09,23.49
2011.03,1304.49,1466.91,22.90
2011.04,1331.51,1487.71,23.14
2011.05,1338.31,1488.31,23.06
2011.06,1287.29,1433.10,22.10
2011.07,1325.19,1473.99,22.61
2011.08,1185.31,1314.78,20.05
2011.09,1173.88,1300.13,19.70
2011.1,1207.22,1339.82,20.16
2011.11,1226.42,1362.27,20.35
2011.12,1243.32,1384.46,20.52
2012.01,1300.58,1441.88,21.21
2012.02,1352.49,1492.85,21.80
2012.03,1389.24,1521.86,22.05
2012.04,1386.43,1514.21,21.78
2012.05,1341.27,1466.60,20.94
2012.06,1323.48,1449.28,20.55
2012.07,1359.78,1491.46,21.00
2012.08,1403.45,1530.84,21.41
2012.09,1443.42,1567.44,21.78
2012.1,1437.82,1561.97,21.58
2012.11,1394.51,1522.13,20.90
2012.12,1422.29,1556.65,21.24
2013.01,1480.4,1615.47,21.90
2013.02,1512.31,1636.88,22.05
2013.03,1550.83,1674.20,22.42
2013.04,1570.7,1697.41,22.60
2013.05,1639.84,1768.98,23.41
2013.06,1618.77,1742.07,22.93
2013.07,1668.68,1795.08,23.49
2013.08,1670.09,1794.43,23.36
2013.09,1687.17,1810.68,23.44
2013.1,1720.03,1850.71,23.83
2013.11,1783.54,1922.97,24.64
2013.12,1807.78,1949.28,24.86
2014.01,1822.36,1957.71,24.86
2014.02,1817.04,1944.81,24.59
2014.03,1863.52,1981.79,24.96
2014.04,1864.26,1976.07,24.79
2014.05,1889.77,1996.13,24.94
2014.06,1947.09,2052.86,25.56
2014.07,1973.1,2081.09,25.82
2014.08,1961.53,2072.35,25.62
2014.09,1993.23,2104.26,25.92
2014.1,1937.27,2050.33,25.16
2014.11,2044.57,2175.64,26.61
2014.12,2054.27,2198.43,26.79
2015.01,2028.18,2180.77,26.49
2015.02,2082.2,2229.17,27.00
2015.03,2079.99,2213.63,26.73
2015.04,2094.86,2224.93,26.79
2015.05,2111.94,2231.70,26.81
2015.06,2099.29,2210.59,26.50
2015.07,2094.14,2205.02,26.38
2015.08,2039.87,2150.92,25.69
2015.09,1944.41,2053.46,24.50
2015.1,2024.81,2139.33,25.49
2015.11,2080.62,2202.95,26.23
2015.12,2054.08,2182.31,25.97
2016.01,1918.6,2035.00,24.21
2016.02,1904.42,2018.30,24.00
2016.03,2021.95,2133.67,25.37
2016.04,2075.54,2179.89,25.92
2016.05,2065.55,2160.66,25.69
2016.06,2083.89,2172.70,25.84
2016.07,2148.9,2244.12,26.69
2016.08,2170.95,2265.06,26.95
2016.09,2157.69,2245.83,26.73
2016.1,2143.02,2227.78,26.53
2016.11,2164.99,2254.13,26.85
2016.12,2246.63,2338.36,27.87
2017.01,2275.12,2354.30,28.06
2017.02,2329.91,2403.43,28.66
2017.03,2366.82,2439.52,29.09
2017.04,2359.31,2424.59,28.90
2017.05,2395.35,2459.53,29.31
2017.06,2433.99,2496.94,29.75
2017.07,2454.1,2519.31,30.00
2017.08,2456.22,2513.95,29.91
2017.09,2492.84,2538.00,30.17
2017.1,2557,2604.97,30.92
2017.11,2593.61,2642.20,31.30
2017.12,2664.34,2715.85,32.09
2018.01,2789.8,2828.33,33.31
2018.02,2705.16,2730.14,32.12
2018.03,2702.77,2721.57,31.99
2018.04,2653.63,2661.51,31.24
2018.05,2701.49,2704.16,31.68
2018.06,2746.87,2746.87,32.11
